id	name	avg_rating	n_reviews	n_sold	price	n_loved	n_rate_5	rate_4	rate_3	rate_2	rate_1	rate_with_cmt	rate_with_imgvid	shop_name	shop_n_review	shop_n_product	shop_rate_feedback	shop_time_feedback	shop_age	shop_follower
40	điện thoại Oppo F9 2sim 64G mới Fullbox	4.578947	38	2800.0	2549000.0	2790	34	0	0	0	4	20	21	smartphonelethuan	924	600	72	6120	91965542.86075115	20703
41	Nokia 110i Điện Thoại Nokia 110i Mới Tốt	5.0	8	1400.0	155000.0	5724	8	0	0	0	0	7	7	thaophuongphuongphuong	384	104	98	1129	99739822.68874693	24117
42	Điện Thoại Masstel Fami 12 Hàng Mới Nguyên Hộp - Bảo Hành Chính Hãng	4.947712	153	1100.0	319000.0	54	88	2	0	1	0	44	33	tuanduongmobile	29915	564	87	8199	124104686.04175591	14834
43	Điện Thoại Samsung Galaxy M31 (6GB/128GB) - Hàng Chính Hãng	4.873832	214	426.0	4890000.0	390	199	9	3	0	3	123	91	samsung_official_store	20382	235	100	2891	84121444.66200852	80981
44	điện thoại Sony Xperia Z5 Premium Chính hãng, màn hình 5.5inch	4.576923	26	2400.0	1299000.0	2782	23	0	0	1	2	16	19	smartphonelethuan	924	600	72	6120	91965546.57500792	20703
45	Điện thoại oppo f9 ram 6gb 128gb mới chính hãng fullbox	4.73913	23	2600.0	2799000.0	2647	21	0	1	0	1	13	21	smartphonelethuan	924	600	72	6120	91965547.28800797	20703
46	Điện thoại Mini nhỏ gọn 2 sim kết nối blutus	4.935233	386	1400.0	59000.0	118	150	4	0	0	3	66	47	mykim20032018	700	23	71	11023	68957351.84702134	241
47	Điện Thoại Nokia 1202 Chính Hãng Bảo Hành 12 Tháng Chưa Sửa Chữa Nguyên Zin	4.739968	623	1500.0	158000.0	260	224	19	6	3	4	120	68	kechaoda	16310	314	99	2959	81484598.52500868	12482
48	Điện thoại Nokia 105 Dual SIM (2 sim) - Hàng Chính hãng	4.944444	72	5900.0	350000.0	111	70	0	0	0	1	14	13	ddghn	3420	152	72	11509	93023744.59600854	1955
49	Điện Thoại Apple iPhone 11 Pro 64GB - Hàng mới 100% chưa kích hoạt	4.962264	53	582.0	26800000.0	315	52	0	1	0	0	1	0	shop_chuyen_iphone	422	244	48	8145	32801412.538030148	9516
50	Điện thoại iPhone X Quốc tế 64GB Mới 99% Bảo Hành 12 Tháng	4.96	25	2100.0	8990000.0	1791	24	1	0	0	0	20	15	shop_iphone	300	42	74	15597	18439977.775009394	6703
51	Điện thoại nokia 101 2 sim - chính hãng cũ 99% ( tặng kèm pin và sạc )	4.750809	309	899.0	139000.0	4147	274	16	5	5	9	163	104	nhatanhmobileshop	3414	232	90	12382	68651781.35800815	6971
52	Điện thoại Nokia 1202 ( kèm pin sạc )	4.861111	108	330.0	115000.0	26	100	5	1	0	2	55	32	shopduong2004	667	116	93	7552	23104312.039007902	198
53	Điện thoại Nokia 1280 zin, có pin sạc	4.927536	69	201.0	140000.0	22	65	3	1	0	0	31	21	shopduong2004	667	116	93	7552	23104312.997011423	198
54	Điện thoại Nokia 105 Dual Sim 2019 - Hàng chính hãng	4.903614	83	709.0	309000.0	37	69	1	0	1	1	31	14	thuongvinhantq	846	43	97	5107	40275898.571008444	440
55	Điện thoại bàn Panasonic KX-T37	4.946903	113	388.0	300000.0	40	77	1	0	1	0	31	11	thegioiphukienhn	800	788	80	2693	57064422.22502804	102
56	Điện thoại siêu nhỏ Nokia 3310 mini 2 sim 2 sóng cực khỏe, Nhỏ Gọn Dễ dàng sử dụng, sim 2 sóng cực khỏe [BH 12Tháng]	4.870968	62	445.0	169000.0	21	57	4	0	0	1	30	21	gia_re_toan_quoc	383	331	80	12284	102692620.16202259	1072
57	điện thoại Masstel A250, FAMI 9 DÀNH CHO NGƯỜI GIÀ loa to,chữ to,pin khỏe - Hãng phân phối chính thức	4.897727	176	1500.0	232900.0	10897	159	3	0	0	3	68	48	storevn678	2789	549	90	4880	65629488.07000804	13161
58	Điện Thoại Nokia 105 Dual Sim (2019) - Hàng Chính Hãng	4.940299	67	181.0	345000.0	48	66	0	0	0	1	40	32	nokia_official_store	2045	29	100	1451	83419994.15400743	7180
59	Điện Thoại Nokia E72 Wifi 3G Bảo Hành 12 Tháng Chơi Game online	4.544379	676	1500.0	448000.0	562	390	61	21	12	21	322	205	kechaoda	16310	314	99	2959	81484613.39300704	12482
60	Điện thoại iPhone 8 Plus Quốc tế 64GB Mới 99% Bảo Hành 12 Tháng	5.0	10	3000.0	5990000.0	162	10	0	0	0	0	8	0	shop_iphone	300	42	74	15597	18439990.27000761	6703
61	Điện Thoại Masstel ,IZI 200 Chữ To ,Loa To - Chính Hãng mới	4.898148	108	434.0	189800.0	10868	100	5	3	0	0	46	31	storevn678	2789	549	90	4880	65629492.22501373	13161
62	Điện Thoại Mini BM10 Giá Sỉ	4.773196	97	735.0	85000.0	54	86	6	2	0	3	36	22	shoplinhtrang688	2713	109	71	12283	56598909.212008476	2153
63	Điện thoại siêu nhỏ Nokia 3310 mini 2 sim 2 sóng cực khỏe, hỗ trợ nghe nhạc mp3,giả giọng,thay thế tai nghe blutooth	4.740331	181	1000.0	169000.0	78	153	13	4	2	5	85	41	shopphukienthoitrang12345	454	170	66	16390	72800526.5600071	1122
64	Điện Thoại Nokia 105 Zin Chính Hãng BH 12 Tháng	4.472454	599	1800.0	130000.0	31593	235	22	12	7	15	132	70	thuythuy889	11732	97	96	2736	160843921.64100838	39100
65	Điện thoại Nokia 105 - Nokia Giá Sỉ	4.702703	185	566.0	99000.0	64	164	8	1	3	9	50	29	everythingstore1983.vn	1043	64	93	11324	40544563.92100835	1043
66	ĐIỆN THOẠI OPPO F9 64GB/4GB CHÍNH HÃNG	4.577778	45	2300.0	2499000.0	2846	38	1	2	2	2	21	21	smartphonelethuan	924	600	72	6120	91965571.67601085	20703
67	Điện Thoại Xiaomi Redmi Note 8 64GB Ram 4GB - Hàng Nhập Khẩu	4.797066	1227	3800.0	3450000.0	2785	562	29	15	5	12	289	169	kimnhungmobile	20088	485	71	10437	99930316.7660265	24362
68	Điện thoại iPhone 8 Plus Quốc tế 64GB Mới 99% Bảo Hành 12 Tháng	4.8	20	2700.0	6690000.0	288	16	0	0	0	1	10	3	gianhangapple	479	49	85	11931	38740917.72802591	3405
69	Điện Thoại 4 Sim V6 Pin Khủng Loa To Màn Hình 2.8inch	4.838323	167	430.0	329000.0	77	79	2	1	0	4	44	28	kechaoda	16310	314	99	2959	81484623.98102021	12482
70	Điện Thoại 4 Sim SUN 6 Có Giả Giọng Nói Pin Khủng 18800mAh Sạc Pin Cho Máy Smartphone	4.913793	58	277.0	349000.0	48	56	1	0	0	1	33	21	kechaoda	16310	314	99	2959	81484625.02300763	12482
71	" Rẻ Hủy Diệt " Điện thoại Oppo F9 2sim Chính Hãng ram 4G Bộ nhớ 64G mới Fullbox - Bảo hành 12 tháng	4.891892	37	1600.0	2550000.0	3058	36	0	0	0	1	30	29	thinhphat_mobile	2331	259	79	6397	94491831.33100843	25622
72	Điện thoại iPhone Xs Quốc tế 64GB Mới 99% Bảo Hành 12 Tháng	5.0	21	1900.0	9990000.0	1855	21	0	0	0	0	18	13	shop_iphone	300	42	74	15597	18440003.13701892	6703
73	[MÁY XỊN - GIÁ SỐC] Oppo F9 Chính Hãng 2sim ram 4G/64G - Camera siêu nét	5.0	29	957.0	2650000.0	3780	29	0	0	0	0	28	26	annhien_mobile	1444	499	89	5244	94479237.18700767	27560
74	Điện thoại mini 2 sim siêu dễ thương 7 màu : vàng, đỏ, cam, xanh, xám, hồng, đen	4.898438	129	652.0	60000.0	93	58	4	1	0	1	21	6	hangle9292	238	27	78	6225	107115618.12002039	194
75	Điện thoại Vsmart Joy4 (4GB+64GB) - Hàng chính hãng	4.931818	179	413.0	3390000.0	132	168	6	1	0	4	92	60	vsmart_official_store	1025	22	100	2521	58284182.5410099	7073
76	ĐIỆN THOẠI OPPO F9 64GB/4GB CHÍNH HÃNG BH 12 THÁNG	4.782609	23	2100.0	2499000.0	2763	21	1	0	0	1	17	13	smartphonelethuan	924	600	72	6120	91965583.82402658	20703
77	điện thoại Oppo A37 - Oppo A37F CHÍNH HÃNG 2sim ram 2G/16G mới	5.0	29	838.0	1390000.0	3825	29	0	0	0	0	28	26	annhien_mobile	1444	499	89	5244	94479242.63000941	27560
78	Điện thoại Iphone 4_(8GB) Nguyên bản quốc Tế .Rẻ mà ai cũng có thể dùng 1 chiếc iphone	4.883929	112	256.0	340000.0	215	83	6	0	1	1	51	38	vanleo89	754	27	92	4754	53330726.992028475	935
79	Điện thoại Xiaomi POCO X3 NFC - Hàng chính hãng - BH điện tử 18 tháng	4.891429	350	793.0	6690000.0	732	322	22	4	0	2	192	122	xiaomivn_official_store	7578	88	94	4701	36316707.711009264	47887
80	ĐIỆN THOẠI NOKIA 1110i CHÍNH HÃNG ( CŨ 99% )	4.565517	290	810.0	79000.0	4171	239	17	11	5	18	151	76	nhatanhmobileshop	3414	232	90	12382	68651814.70300794	6971
81	điện thoại CHÍNH HÃNG OPPO F1S 2sim bản Ram 4G bộ nhớ 32G mới	5.0	29	935.0	1700000.0	3786	29	0	0	0	0	28	19	thinhphat_mobile	2331	259	79	6397	94491842.65901041	25622
82	điện thoại Samsung Galaxy J7 Chính hãng 2sim mới, Chiến Tiktok Zalo Fb Youtube ngon	4.75	16	1700.0	1499000.0	241	15	0	0	0	1	15	13	smartphonehcm	802	327	72	8502	7995792.776007652	1547
83	Điện Thoại Mini X8, điện thoại mini siêu nhỏ V8, điện thoại 2 sim, thay đổi giọng nói	4.596774	62	1200.0	288000.0	86	43	6	1	0	4	36	23	tomeno	1054	270	98	4016	72705422.95400834	840
84	Điện Thoại Nokia 101 Máy 2 Sim 2 Sóng Máy Zin Đủ Phụ Kiện Pin Sạc	4.484262	413	1400.0	149000.0	27096	90	14	5	4	7	56	25	thuythuy889	11732	97	96	2736	160843943.92100835	39100
85	Điện thoại samsung galaxy j7 pro ram3 32gb mới chín hãng	5.0	29	1400.0	1890000.0	3707	29	0	0	0	0	24	22	thinhphat_mobile	2331	259	79	6397	94491846.78700829	25622
86	điện thoại nokia 101 2 sim - chính hãng cũ 99% ( tặng kèm pin và sạc )	4.606061	165	629.0	139000.0	3238	138	8	8	3	8	67	49	maimyt1994	2410	454	89	14135	150612095.32300973	16939
87	Điện Thoại Vsmart Bee 3 2GB/16GB - Hàng Chính Hãng	4.973422	301	897.0	1389000.0	47895	293	8	0	0	0	143	102	dienthoaichinhhanghonghanh	3549	104	98	3153	35780651.52002001	99070
88	Điện thoại Nokia 105 Single SIM (1 sim) - Hàng Chính hãng	4.885714	70	7600.0	340000.0	90	67	1	0	1	1	15	8	ddghn	3420	152	72	11509	93023791.28500676	1955
89	Điện Thoại CoGo C39 4 sim Bảo hành 12 tháng 1 đổi 1 trong 365 ngày nếu lỗi -Hàng chính hãng	4.836066	61	201.0	275000.0	3897	42	2	0	0	0	24	15	tinhocnasa	2141	125	80	8088	175931343.59700823	10321
90	Điện Thoại Sam Sung S3600 Nắp Gập Chính Hãng Loa To Sóng Khỏe	4.760135	296	641.0	339000.0	254	108	9	0	0	2	48	29	kechaoda	16310	314	99	2959	81484648.67701125	12482
91	ĐIỆN THOẠI OPPO F9 RAM 4G/64G mới - Chơi Game nặng mượt - Bảo hành 12 tháng	5.0	28	780.0	2590000.0	3662	28	0	0	0	0	22	20	thinhphat_mobile	2331	259	79	6397	94491854.72500896	25622
92	Điện thoại Nokia 1280 chính hãng – CHUẦN Bảo Hành 12 tháng	4.561224	98	338.0	125000.0	30	79	7	4	4	4	48	29	quadamobile	1091	31	59	10816	99106755.28701806	499
93	Điện Thoại Mini BM10	4.810811	37	343.0	35000.0	18	31	5	1	0	0	14	12	shoplinhtrang688	2713	109	71	12283	56598945.46500993	2153
94	ĐIỆN THOẠI NOKIA 6300 MÀU ĐEN TRẮNG NGUYÊN ZIN NHẬP KHẨU CHÍNH HÃNG ĐỦ PIN SẠC	5.0	21	465.0	299000.0	3289	21	0	0	0	0	15	12	thinhphat_mobile	2331	259	79	6397	94491858.28002024	25622
